Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,2.00,0.80,0.00,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
1.00,2.00,0.80,0.10,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
1.00,2.00,0.80,0.20,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
1.00,2.00,0.80,0.30,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
1.00,2.00,0.80,0.40,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
1.00,2.00,0.80,0.50,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
1.00,2.00,0.80,0.60,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
1.00,2.00,0.80,0.70,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
1.00,2.00,0.80,0.80,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
1.00,2.00,0.80,0.90,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
1.00,2.00,0.80,1.00,100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00,0
